Title,Category,Price,Description,Description_all,Main Image URL,Other Image URLs,ID
Desi Gulab - Rose Organic Ambience Aroma Oil,Home Fragrance |  Fragrance Oil ,375.00,"For that delicate, fresh fragrance. Made with love!
Desi Gulab / Rose. Exquisite organic rose fragrance accentuates the ambience with a subtle and lingering scent. One whiff of this romantic floral note and we are sure you’ll fall in love with it.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-gu1.jpg",1691823615023
Dehn Al Oudh - Agarwood Organic Ambience Aroma Oil,Home Fragrance |  Fragrance Oil ,375.00,"For that delicate, fresh fragrance. Made with love!
Dehn Al Oudh / Oud / Agarwood / Aloeswood. Its luxurious, rich and heavenly aroma makes this our signature scent. The warm and inviting woody scent of this oudh fragrance is definitely a class apart.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-oo.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-oo.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-oo_4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-oo_1.jpg",1691823632343
Nagpuri Narangi - Orange Organic Ambience Aroma Oil,Home Fragrance |  Fragrance Oil ,375.00,"For that delicate, fresh fragrance. Made with love!
Nagpuri Narangi / Orange. This tantalizing citrusy scent of fresh oranges infuses the ambience with its vibrant energy and vitality. Its fragrance works like a charm to uplift and rejuvenate the mind.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",Ссылка на фото товара не найдена.,,1691823651509
Patchouli Vanilla Organic Ambience Aroma Oil,Home Fragrance |  Fragrance Oil ,375.00,"For that delicate, fresh fragrance. Made with love!
Patchouli Vanilla. The beautiful blend of patchouli and vanilla is sweet, earthy and absolutely magical! You are definitely going to be charmed by the mystical appeal of this fragrance.","Weight
0.042000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml glass amber bottles with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils. Non-toxic and 100% natural.
How to Use
Add a few drops of this fragrance oil to your diffuser burner or potpourri to have the ambience
smelling absolutely wonderful!
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to soap base, candle waxes, unscented incense sticks
or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade cleaning products, or
existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-pav.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-pav.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orao10-pav4.jpg",1691823656137
Honeysuckle Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents!

Honeysuckle. Flittering from flower to flower, lapping up the sweet nectar of Honeysuckle blossoms as the sun slowly rises up the sky, the bees seem most content. One of the most loved fresh floral fragrances, this scent is pure pleasure for the senses.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-hs.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-hs.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-hs1.jpg",1691823666242
Neroli Bergamot Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents!

Neroli Bergamot / Citrus / Orange / Juicy. Few fragrances are fresher than the invigorating scent of the bright and vibrant orange blossoms of neroli. This cheerful scent instantly perks up the mind with its zesty citrus note.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml. blue glass bottle with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. An extra pipette dropper with golden cap is also provided
inside the box. This gives you the option to apply the oil in two ways: using orifice reducer or
pipette. The bottles are LEAK PROOF and of superior quality.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-nebe.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-nebe.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-nebe1.jpg",1691823677456
Sea Breeze Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents!

Sea Breeze / Ocean Breeze. Soft, gentle, yet full of vigor and life, the sea breeze makes you feel so alive! Its fresh vivacious note infuses energy into the body, mind and soul. This scent will take you to a bright beautiful day by the sea.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml. blue glass bottle with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. An extra pipette dropper with golden cap is also provided
inside the box. This gives you the option to apply the oil in two ways: using orifice reducer or
pipette. The bottles are LEAK PROOF and of superior quality.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-se.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-se.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-se1.jpg",1691823688192
Lily of the Valley Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents!

Lily of the Valley. Floating on the soft breeze of the English countryside, the delicate scent of dainty little lily blossoms just wonderfully uplifts the natural beauty of their surroundings. One of nature’s most beloved fragrance, it’s hard not to fall in love with this dreamy note.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml. blue glass bottle with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. An extra pipette dropper with golden cap is also provided
inside the box. This gives you the option to apply the oil in two ways: using orifice reducer or
pipette. The bottles are LEAK PROOF and of superior quality.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-ly.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-ly.jpg,1691823699985
Ivory Musk Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents.

Ivory Musk. Precious and rare, this exquisite fragrance was once exclusively used only by the Indian royalty. For centuries, this has been one of the most coveted scents. You will find the luxe aroma of this signature scent to be sensuous and captivating.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml. blue glass bottle with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. An extra pipette dropper with golden cap is also provided
inside the box. This gives you the option to apply the oil in two ways: using orifice reducer or
pipette. The bottles are LEAK PROOF and of superior quality.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-iv.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-iv.jpg,1691823707344
French Lavender Luxurious Aromatherapy Oil,Home Fragrance |  Fragrance Oil ,325.00,"Subtle, lingering, sensuous scents!

French Lavender / Lavandin / Lavandula. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. This scent will transport you to summertime in Provence de France.","Weight
0.052000
Content
10 ml highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Comes in a convenient & easy-to-use 10ml. blue glass bottle with easy dispensing euro dropper
(orifice dropper inset in bottle) caps. An extra pipette dropper with golden cap is also provided
inside the box. This gives you the option to apply the oil in two ways: using orifice reducer or
pipette. The bottles are LEAK PROOF and of superior quality.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrant oils. Non-toxic and safe to use.
How to Use
Just add a couple of drops to the diffuser burner or potpourri to have your ambience smelling
wonderful with its delicate fragrance.
Olfactory Note
Relaxation of Mind and Body | Promotes Sound Sleep | Mood Booster | Reduces Anxiety & Depression |
Calming Properties. USES: The oil can be added to massage oil, soap base, candle waxes, unscented
incense sticks or cones, baths, bodycare and haircare formulations, aroma diffusers, homemade
cleaning products, or existing unscented products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-lv.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpao10-lv.jpg,1691823715548
Aqua Oud Ayurveda Aroma Oil,Home Fragrance |  Fragrance Oil ,295.00,"Ayurveda Aroma Oil - the power of scent is the guiding principle behind aromatherapy. The soothing scent of this aroma diffuser oil freshens and delights the mind, body and soul. Made with natural essential oils, the oil has cooling and soothing properties.","Content
10 ml. highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Aqua Oud (Cooling and Soothing). The sophisticated and cooling aqua notes combine perfectly with the
irresistible warm and soothing fragrance of Assam agarwood oil. You are definitely going to be
charmed by the mystical appeal of this fragrance.
Story
WHO IS A PITTA? Logical and focused, usually of average height and a muscular built. May suffer from
fits of anger and find it difficult to relax.
Ingredients
Prepared with natural essential oils that are non-toxic.
How to Use
Combine it with a carrier oil of your choice for a relaxing massage. Add a few drops to your
diffuser burner or potpourri to have the ambience smelling absolutely wonderful.
Olfactory Note
Comes in a convenient & easy-to-use 10 ml. amber colored glass bottle with easy dispensing euro
dropper (orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10aqoo_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10aqoo_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10-aqoo_1.jpg",1691823722758
Lavender Lemongrass  Ayurveda Aroma Oil,Home Fragrance |  Fragrance Oil ,295.00,"Ayurveda Aroma Oil - the power of scent is the guiding principle behind aromatherapy. The soothing scent of this aroma diffuser oil freshens and delights the mind, body and soul. Made with natural essential oils, the oil has calming and refreshing properties.","Content
10 ml. highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
Lavender Lemongrass (Calming and Refreshing). The wonderful balance between the calming power of
lavender and the refreshing essence of citrusy lemongrass make it the ideal essential oil blend for
Tridosha. You are definitely going to be charmed by the mystical appeal of this fragrance.
Story
WHO IS A TRIDOSHA? Inherently at ease, harmonious individuals, exuberating a natural balance.
Usually of medium built, they have an ideal physique. They may fear the unknown and find it
difficult to manage extremely stressful situations.
Ingredients
Prepared with natural essential oils that are non-toxic.
How to Use
Combine it with a carrier oil of your choice for a relaxing massage. Add a few drops to your
diffuser burner or potpourri to have the ambience smelling absolutely wonderful.
Olfactory Note
Comes in a convenient & easy-to-use 10 ml. amber colored glass bottle with easy dispensing euro
dropper (orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10lvlg.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10lvlg.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10_lvlg_1_1.jpg",1691823735557
Sage Mint Ayurveda Aroma Oil,Home Fragrance |  Fragrance Oil ,295.00,"Ayurveda Aroma Oil - the power of scent is the guiding principle behind aromatherapy. The soothing scent of this aroma diffuser oil freshens and delights the mind, body and soul. Made with natural essential oils, the oil has cleansing and recharging properties.","Content
10 ml. highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
FRAGRANCE:  Sage Mint (Cleansing and Recharging). The Earthy blend of holy sage cleanses the
surroundings, while the cooling properties of mint leaves keep you charged and invigorated all day.
You are definitely going to be charmed by the mystical appeal of this fragrance
Story
WHO IS A KAPHA? Calm, loving and understanding with an impressive built, and well defined features.
They may exhibit tendencies to over-eat, avoid exercise and sleep excessively.
Ingredients
Prepared with natural essential oils that are non-toxic.
How to Use
Combine it with a carrier oil of your choice for a relaxing massage. Add a few drops to your
diffuser burner or potpourri to have the ambience smelling absolutely wonderful
Olfactory Note
Comes in a convenient & easy-to-use 10 ml. amber colored glass bottle with easy dispensing euro
dropper (orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10-sgmt.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10-sgmt.jpg,1691823746287
Tuberose Jasmine Ayurveda Aroma Oil,Home Fragrance |  Fragrance Oil ,295.00,"Ayurveda Aroma Oil - the power of scent is the guiding principle behind aromatherapy. The soothing scent of this aroma diffuser oil freshens and delights the mind, body and soul. Made with natural essential oils, the oil has uplifting and anti-stress properties.","Content
10 ml. highly concentrated premium aroma diffuser oil. Add 4-5 drops to 30 ml. water. Our finest oil
will fill your home, office with the most beautiful and natural fragrance.
Description
FRAGRANCE: Tuberose Jasmine (Uplifting and Anti-Stress). Notes of fresh Indian Jasmine flowers
combine fabulously with white blossoms of tuberose to form this uplifting and stress relieving
fragrance. You are definitely going to be charmed by the mystical appeal of this fragrance.
Story
WHO IS A VATA? Enthusiastic, light and creative with an athletic built. They sometimes get restless
or suffer from sleeping disorders.
Ingredients
Prepared with natural essential oils that are non-toxic.
How to Use
Combine it with a carrier oil of your choice for a relaxing massage. Add a few drops to your
diffuser burner or potpourri to have the ambience smelling absolutely wonderful.
Olfactory Note
Comes in a convenient & easy-to-use 10 ml. amber colored glass bottle with easy dispensing euro
dropper (orifice dropper inset in bottle) caps. The bottles are LEAK PROOF and of superior quality.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10tuja.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10tuja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10-tuja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvao10tuja1.jpg",1691823752658
Love Notes Essential Oil Blend With Dropper,Home Fragrance |  Fragrance Oil ,395.00,"Love Notes Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is  often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-lov_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-lov_1.jpg,1691823767508
De-Stress & Unwind Essential Oil Blend With Dropper,Home Fragrance |  Fragrance Oil ,395.00,"De-Stress & Unwind Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-str_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-str_1.jpg,1691823773336
Sweet Dreams Essential Oil Blend With Dropper,Home Fragrance |  Fragrance Oil ,395.00,"Sweet Dreams Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-dre_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-dre_1.jpg,1691823779783
Whiff of Happiness Essential Oil Blend With Dropper,Home Fragrance |  Fragrance Oil ,395.00,"Whiff of Happiness Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-hp_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-hp_1.jpg,1691823785922
Be Energized Essential Oil Blend Dropper,Home Fragrance |  Fragrance Oil ,395.00,"Be Energized Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is  often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-en_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-en_1.jpg,1691823792230
