title,price,brand,story_description,category,sub_category,image_urls,size_title,size,description,id
Periglacial Green with Feather Printed Super Soft Premium Cotton Women’s Shirt,"2,197",Frenchcrown," Story Introducing our latest addition to the collection, the unique Printed Super Soft Premium
Cotton Women's Shirt! Made from high-quality cotton material, this shirt is soft to the touch and
provides a comfortable fit that's perfect for any occasion. Featuring a sleek and sophisticated
periglacial green color with a subtle feather print, our green with feather Printed Super Soft
Premium Cotton Women's Shirt is perfect for elevating your wardrobe. The print is designed to be
durable and long-lasting, ensuring that your shirt stays looking great wash after wash.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WS060_1_360x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_1_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_4_800x.jpg?v=1683268420, https://frenchcrown.in/cdn/shop/files/WS060_3_800x.jpg?v=1683268420, https://frenchcrown.in/cdn/shop/files/WS060_2_800x.jpg?v=1683268420, https://frenchcrown.in/cdn/shop/files/WS060_5_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_6_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_7_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_8_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_10_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_11_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_12_800x.jpg?v=1683267914, https://frenchcrown.in/cdn/shop/files/WS060_13_800x.jpg?v=1683267914",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Introducing our latest addition to the collection, the unique Printed Super Soft Premium Cotton
Women's Shirt! Made from high-quality cotton material, this shirt is soft to the touch and provides
a comfortable fit that's perfect for any occasion. Featuring a sleek and sophisticated periglacial
green color with a subtle feather print, our green with feather Printed Super Soft Premium Cotton
Women's Shirt is perfect for elevating your wardrobe. The print is designed to be durable and long-
lasting, ensuring that your shirt stays looking great wash after wash.",1683267914
Periglacial Cream Floral Printed Premium Cotton Shirt,"2,397",Frenchcrown," Story Uplift your low Monday blues by donning this elegant and sleek floral printed shirt from
French Crown. This shirt is made using premium cotton fabric that will give you uninterrupted nine
to five. Add a dash of style by pairing it up with colour-coordinating footwear and black jeans.
Throw on some gold studs to finish your outfit.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS042_1_360x.jpg?v=1679385993, https://frenchcrown.in/cdn/shop/products/WS042_1_800x.jpg?v=1679385993, https://frenchcrown.in/cdn/shop/products/WS042_2_800x.jpg?v=1679385993, https://frenchcrown.in/cdn/shop/products/WS042_4_800x.jpg?v=1679385993, https://frenchcrown.in/cdn/shop/products/WS042_5_800x.jpg?v=1679385993, https://frenchcrown.in/cdn/shop/products/WS042_1_f6ba7750-c2e3-4c48-8a70-41f2b90eafe6_800x.jpg?v=1679385989, https://frenchcrown.in/cdn/shop/products/WS042_2_16bd2d1f-3c56-4812-81af-ba2a721e2f5e_800x.jpg?v=1679385989, https://frenchcrown.in/cdn/shop/products/WS042_4_5765ad28-1db8-42bc-99c1-a985edf08b98_800x.jpg?v=1679385989, https://frenchcrown.in/cdn/shop/products/WS042_5_7c84854b-d266-482b-80b1-ef990ccde375_800x.jpg?v=1679385989, https://frenchcrown.in/cdn/shop/products/WS042_6_55420b67-75a0-470d-a24c-4c2e6428d3f1_800x.jpg?v=1679385989, https://frenchcrown.in/cdn/shop/products/WS042_6_800x.jpg?v=1679385989",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Uplift your low Monday blues by donning this elegant and sleek floral printed shirt from French
Crown. This shirt is made using premium cotton fabric that will give you uninterrupted nine to five.
Add a dash of style by pairing it up with colour-coordinating footwear and black jeans. Throw on
some gold studs to finish your outfit.",1679385993
Moonstone Blue with Marble Printed Super Soft Premium Cotton Women’s Shirt,"2,197",Frenchcrown," Story This amazing collarless shirt is a stylish and comfortable piece of clothing that combines
form and function. Made from high-quality slight sheen fabric blended with pure cotton material,
this shirt is exceptionally soft and feels great against the skin. The shirt features a printed
design with fancy plackets that adds a touch of elegance to the overall design. With its premium
fabric and superior construction, this shirt is a versatile addition to any wardrobe.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WS068-WOC_1_360x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_1_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_2_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_4_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_5_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_6_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_7_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_8_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_10_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_11_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_12_800x.jpg?v=1683268093, https://frenchcrown.in/cdn/shop/files/WS068-WOC_13_800x.jpg?v=1683268093",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This amazing collarless shirt is a stylish and comfortable piece of clothing that combines form and
function. Made from high-quality slight sheen fabric blended with pure cotton material, this shirt
is exceptionally soft and feels great against the skin. The shirt features a printed design with
fancy plackets that adds a touch of elegance to the overall design. With its premium fabric and
superior construction, this shirt is a versatile addition to any wardrobe.",1683268093
Merino Beige Printed Super Soft Premium Cotton Women’s Shirt,"2,197",Frenchcrown," Story Featuring a unique and elegant Merino Beige color, our Printed Super Soft Premium Cotton
Women's Shirt is perfect for adding a touch of sophistication to your wardrobe. The print is
designed to be durable and long-lasting, ensuring that your shirt stays looking great wash after
wash. So why wait? Elevate your wardrobe with our Merino Beige Printed Super Soft Premium Cotton
Women's Shirt today and experience the perfect combination of style and comfort!",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WS058-M_1_360x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_1_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_2_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_4_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_5_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_6_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_7_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_8_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_10_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_11_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_12_800x.jpg?v=1683267879, https://frenchcrown.in/cdn/shop/files/WS058-M_13_800x.jpg?v=1683267879",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Featuring a unique and elegant Merino Beige color, our Printed Super Soft Premium Cotton Women's
Shirt is perfect for adding a touch of sophistication to your wardrobe. The print is designed to be
durable and long-lasting, ensuring that your shirt stays looking great wash after wash. So why wait?
Elevate your wardrobe with our Merino Beige Printed Super Soft Premium Cotton Women's Shirt today
and experience the perfect combination of style and comfort!",1683267879
Cherub Pink and Multicolour Printed Super Soft Premium Cotton Women’s Shirt,"2,197",Frenchcrown," Story This amazing piece is a stylish and comfortable piece of clothing that combines both form and
function. Made from high-quality slight sheen fabric blended with pure cotton material, this shirt
is exceptionally soft and feels great against the skin. The shirt features a fancy placket that adds
a touch of elegance to the overall design. The mandarin collar and printed pattern are eye-catching,
making it perfect for casual and semi-formal occasions. With its premium fabric and superior
construction, this shirt is a versatile addition to any wardrobe.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WS059-M_1_360x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_1_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_2_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_4_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_5_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_6_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_7_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_8_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_10_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_11_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_12_800x.jpg?v=1683267897, https://frenchcrown.in/cdn/shop/files/WS059-M_13_800x.jpg?v=1683267897",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This amazing piece is a stylish and comfortable piece of clothing that combines both form and
function. Made from high-quality slight sheen fabric blended with pure cotton material, this shirt
is exceptionally soft and feels great against the skin. The shirt features a fancy placket that adds
a touch of elegance to the overall design. The mandarin collar and printed pattern are eye-catching,
making it perfect for casual and semi-formal occasions. With its premium fabric and superior
construction, this shirt is a versatile addition to any wardrobe.",1683267897
Bright White with Sweet Corn Shibori Printed Super Soft Premium Cotton Women’s Shirt,"2,197",Frenchcrown," Story Introducing our Bright White with Sweet Corn Shibori Printed Super Soft Premium Cotton
Women's Half Sleeves Shirt - the perfect blend of comfort and style! This shirt is made from
high-quality cotton material that's soft to the touch and provides a comfortable fit, making it
perfect for all-day wear. The unique Shibori print in sweet corn color on a bright white background
adds a touch of elegance and style to this shirt. The absence of a collar gives it a modern and
trendy look, making it perfect for casual outings and everyday wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WS065-WOC_1_c2f5346f-dedb-4297-b240-cc731a0b9ade_360x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_1_c2f5346f-dedb-4297-b240-cc731a0b9ade_800x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_2_64d0dada-e2e1-4f8f-82c5-cee5f82df516_800x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_4_072e2562-6a91-4446-b14d-590313e19c66_800x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_5_5fa8c759-8693-4122-a68f-90e24a4389fd_800x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_6_9fa5afac-05cf-4a9e-828d-0c6760a3cb62_800x.jpg?v=1683268019, https://frenchcrown.in/cdn/shop/files/WS065-WOC_7_800x.jpg?v=1683268021, https://frenchcrown.in/cdn/shop/files/WS065-WOC_8_800x.jpg?v=1683268021, https://frenchcrown.in/cdn/shop/files/WS065-WOC_10_800x.jpg?v=1683268021, https://frenchcrown.in/cdn/shop/files/WS065-WOC_11_800x.jpg?v=1683268021, https://frenchcrown.in/cdn/shop/files/WS065-WOC_12_800x.jpg?v=1683268021, https://frenchcrown.in/cdn/shop/files/WS065-WOC_13_800x.jpg?v=1683268021",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Introducing our Bright White with Sweet Corn Shibori Printed Super Soft Premium Cotton Women's Half
Sleeves Shirt - the perfect blend of comfort and style! This shirt is made from high-quality cotton
material that's soft to the touch and provides a comfortable fit, making it perfect for all-day
wear. The unique Shibori print in sweet corn color on a bright white background adds a touch of
elegance and style to this shirt. The absence of a collar gives it a modern and trendy look, making
it perfect for casual outings and everyday wear.",1683268019
Macaroni Yellow Pinstriped Super Soft Premium Cotton Off-shoulder Dress,"2,397",Frenchcrown," Story Show off your feminine charm and impeccable fashion sense with this stunning off-shoulder
dress - perfect for any girls' day out! Made from premium cotton fabric, this dress is not only soft
and breathable but also ensures all-day comfort. The thigh-length cut strikes the perfect balance
between chic and playful, making it the perfect choice for any girl who loves to look stylish
without sacrificing comfort. Whether you're heading out for a day with your BFFs, a romantic date
night, or a special occasion, this dress is sure to turn heads and make you feel confident and
beautiful.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WD044_1_360x.jpg?v=1683630801, https://frenchcrown.in/cdn/shop/files/WD044_1_800x.jpg?v=1683630801, https://frenchcrown.in/cdn/shop/files/WD044_2_800x.jpg?v=1683630802, https://frenchcrown.in/cdn/shop/files/WD044_4_800x.jpg?v=1683630803, https://frenchcrown.in/cdn/shop/files/WD044_5_800x.jpg?v=1683630801, https://frenchcrown.in/cdn/shop/files/WD044_6_800x.jpg?v=1683630802, https://frenchcrown.in/cdn/shop/files/WD044_7_800x.jpg?v=1683630802, https://frenchcrown.in/cdn/shop/files/WD044_8_800x.jpg?v=1683630800",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Show off your feminine charm and impeccable fashion sense with this stunning off-shoulder dress -
perfect for any girls' day out! Made from premium cotton fabric, this dress is not only soft and
breathable but also ensures all-day comfort. The thigh-length cut strikes the perfect balance
between chic and playful, making it the perfect choice for any girl who loves to look stylish
without sacrificing comfort. Whether you're heading out for a day with your BFFs, a romantic date
night, or a special occasion, this dress is sure to turn heads and make you feel confident and
beautiful.",1683630801
Iridium Blue with Mobster Gray Super Soft Premium Cotton Thigh Length Dress,"1,997",Frenchcrown," Story This exquisite piece is a stylish and comfortable option for any casual occasion. It is made
from high-quality, super soft premium cotton fabric, which feels great against the skin and provides
exceptional comfort. The combination of Iridium Blue and Mobster Gray colors creates a unique and
eye-catching design. The knot detailing at the front adds a touch of elegance and sophistication to
the overall look. With a thigh-length cut, it is perfect for warmer weather or for dressing up for a
night out. Its high-quality materials, unique color combination, and elegant knot detailing make it
a standout option that is both comfortable and fashionable.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WD036_1_360x.jpg?v=1683630774, https://frenchcrown.in/cdn/shop/files/WD036_1_800x.jpg?v=1683630774, https://frenchcrown.in/cdn/shop/files/WD036_2_800x.jpg?v=1683630776, https://frenchcrown.in/cdn/shop/files/WD036_4_800x.jpg?v=1683630775, https://frenchcrown.in/cdn/shop/files/WD036_5_800x.jpg?v=1683630774, https://frenchcrown.in/cdn/shop/files/WD036_6_800x.jpg?v=1683630776, https://frenchcrown.in/cdn/shop/files/WD036_7_800x.jpg?v=1683630774, https://frenchcrown.in/cdn/shop/files/WD036_8_800x.jpg?v=1683630775",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This exquisite piece is a stylish and comfortable option for any casual occasion. It is made from
high-quality, super soft premium cotton fabric, which feels great against the skin and provides
exceptional comfort. The combination of Iridium Blue and Mobster Gray colors creates a unique and
eye-catching design. The knot detailing at the front adds a touch of elegance and sophistication to
the overall look. With a thigh-length cut, it is perfect for warmer weather or for dressing up for a
night out. Its high-quality materials, unique color combination, and elegant knot detailing make it
a standout option that is both comfortable and fashionable.",1683630774
Granite Gray with Moccaccino Red Super Soft Premium Cotton Thigh Length Dress,"1,997",Frenchcrown," Story This exquisite piece is a stylish and comfortable option for any casual occasion. It is made
from high-quality, super soft premium cotton fabric, which feels great against the skin and provides
exceptional comfort. The combination of Granite Gray and Moccaccino Red color creates a unique and
eye-catching design. The knot detailing at the front adds a touch of elegance and sophistication to
the overall look. With a thigh-length cut, it is perfect for warmer weather or for dressing up for a
night out. Its high-quality materials, unique color combination, and elegant knot detailing make it
a standout option that is both comfortable and fashionable.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WD035_1_360x.jpg?v=1683630767, https://frenchcrown.in/cdn/shop/files/WD035_1_800x.jpg?v=1683630767, https://frenchcrown.in/cdn/shop/files/WD035_2_800x.jpg?v=1683630768, https://frenchcrown.in/cdn/shop/files/WD035_4_800x.jpg?v=1683630766, https://frenchcrown.in/cdn/shop/files/WD035_5_800x.jpg?v=1683630768, https://frenchcrown.in/cdn/shop/files/WD035_6_800x.jpg?v=1683630767, https://frenchcrown.in/cdn/shop/files/WD035_7_800x.jpg?v=1683630768, https://frenchcrown.in/cdn/shop/files/WD035_8_800x.jpg?v=1683630767",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This exquisite piece is a stylish and comfortable option for any casual occasion. It is made from
high-quality, super soft premium cotton fabric, which feels great against the skin and provides
exceptional comfort. The combination of Granite Gray and Moccaccino Red color creates a unique and
eye-catching design. The knot detailing at the front adds a touch of elegance and sophistication to
the overall look. With a thigh-length cut, it is perfect for warmer weather or for dressing up for a
night out. Its high-quality materials, unique color combination, and elegant knot detailing make it
a standout option that is both comfortable and fashionable.",1683630767
Bright White Pinstriped Super Soft Premium Cotton Off-shoulder Dress,"2,397",Frenchcrown," Story Show off your feminine charm and impeccable fashion sense with this stunning off-shoulder
dress - perfect for any girls' day out! Made from premium cotton fabric, this dress is not only soft
and breathable but also ensures all-day comfort. The thigh-length cut strikes the perfect balance
between chic and playful, making it the perfect choice for any girl who loves to look stylish
without sacrificing comfort. Whether you're heading out for a day with your BFFs, a romantic date
night, or a special occasion, this dress is sure to turn heads and make you feel confident and
beautiful.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WD043_1_360x.jpg?v=1683630789, https://frenchcrown.in/cdn/shop/files/WD043_1_800x.jpg?v=1683630789, https://frenchcrown.in/cdn/shop/files/WD043_2_800x.jpg?v=1683630790, https://frenchcrown.in/cdn/shop/files/WD043_4_800x.jpg?v=1683630788, https://frenchcrown.in/cdn/shop/files/WD043_5_800x.jpg?v=1683630789, https://frenchcrown.in/cdn/shop/files/WD043_6_800x.jpg?v=1683630788, https://frenchcrown.in/cdn/shop/files/WD043_7_800x.jpg?v=1683630789, https://frenchcrown.in/cdn/shop/files/WD043_8_800x.jpg?v=1683630788",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Show off your feminine charm and impeccable fashion sense with this stunning off-shoulder dress -
perfect for any girls' day out! Made from premium cotton fabric, this dress is not only soft and
breathable but also ensures all-day comfort. The thigh-length cut strikes the perfect balance
between chic and playful, making it the perfect choice for any girl who loves to look stylish
without sacrificing comfort. Whether you're heading out for a day with your BFFs, a romantic date
night, or a special occasion, this dress is sure to turn heads and make you feel confident and
beautiful.",1683630789
Taupe Green Printed Viscose Shrug,"1,497",Frenchcrown," Story Put on an elegant look by donning this unique western wear shrug from the house of the French
Crown. Tailored using high-quality viscose in a comfortable fit, this sleeveless stylish longline
shrug is finished with a functional bow. Consider pairing this shrug with your favourite top,
shorts, and strappy heels or sneakers.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP019_1_360x.jpg?v=1679387322, https://frenchcrown.in/cdn/shop/products/WTP019_1_800x.jpg?v=1679387322, https://frenchcrown.in/cdn/shop/products/WTP019_2_800x.jpg?v=1679387325, https://frenchcrown.in/cdn/shop/products/WTP019_4_800x.jpg?v=1679387324, https://frenchcrown.in/cdn/shop/products/WTP019_5_800x.jpg?v=1679387325, https://frenchcrown.in/cdn/shop/products/WTP019_6_800x.jpg?v=1679387322, https://frenchcrown.in/cdn/shop/products/WTP019_7_800x.jpg?v=1679387324, https://frenchcrown.in/cdn/shop/products/WTP019_8_800x.jpg?v=1679387324, https://frenchcrown.in/cdn/shop/products/WTP019_9_800x.jpg?v=1679387323, https://frenchcrown.in/cdn/shop/products/WTP019_10_800x.jpg?v=1679387324, https://frenchcrown.in/cdn/shop/products/WTP019_11_800x.jpg?v=1679387323",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Put on an elegant look by donning this unique western wear shrug from the house of the French Crown.
Tailored using high-quality viscose in a comfortable fit, this sleeveless stylish longline shrug is
finished with a functional bow. Consider pairing this shrug with your favourite top, shorts, and
strappy heels or sneakers.",1679387322
Rangoon Blue Multicolour Trees Printed Premium Cotton Shirt,"1,397",Frenchcrown," Story Add a refreshing touch to your closet with this charming tree printed shirt from French
Crown. Crafted to give you the perfect fit, this piece will bring a splash of chicness to your
closet with its strikingly eye-catching printed design. Make a statement by pairing it up with block
heels, a pair of slim-fit trousers, and hoop earrings.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS029-BLE_1_360x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029-BLE_1_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029-BLE_2_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029-BLE_4_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029-BLE_5_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029_1_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029_2_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029_4_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029_5_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029_6_800x.jpg?v=1679386905, https://frenchcrown.in/cdn/shop/products/WS029-BLE_6_800x.jpg?v=1679386905",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a refreshing touch to your closet with this charming tree printed shirt from French Crown.
Crafted to give you the perfect fit, this piece will bring a splash of chicness to your closet with
its strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a
pair of slim-fit trousers, and hoop earrings.",1679386905
Mercury Brown Multicolour Ajrakh Printed Premium Cotton Shirt,"1,847",Frenchcrown," Story Look chic donning this stunning ajrakh printed shirt to elevate your outfit. Tailored using
top notch pure cotton fabric, this piece looks best when paired with high waisted denims, bracelets
and heels for brunch with friends.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS35_1_360x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/WS35_1_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/WS35_2_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/WS35_4_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/WS35_5_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/WS35_6_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_1_681f2109-76e4-4073-a5c3-de24000c27d5_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_2_063b04e1-8abe-4bfc-b415-f73c6c496d90_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_4_fc66d071-c196-4939-8407-a1ce458b5ebf_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_5_93c6e772-da18-4c7e-9b7a-7ebd153562ba_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_6_6b2ac0ef-173a-45a2-bea0-6225b87512e5_800x.jpg?v=1679386633, https://frenchcrown.in/cdn/shop/products/W35_7_800x.jpg?v=1679386633",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Look chic donning this stunning ajrakh printed shirt to elevate your outfit. Tailored using top
notch pure cotton fabric, this piece looks best when paired with high waisted denims, bracelets and
heels for brunch with friends.",1679386633
Jasper Red and Multicolored White Ditsy Printed Premium Tencel Shirt,"1,497",Frenchcrown," Story The perfect shirt can give you a stunning look with added style. Look at this amazing ditsy
printed shirt featuring full sleeves with a regular collar. Club it with denim, minimal necklaces
and sneakers for a cute and chic attire for your next date night!",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS048-BLK_1_360x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_1_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_2_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_4_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_5_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_6_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_1_c0fee895-1e54-4f2b-a8d1-9f4fbe7148ed_800x.jpg?v=1679385573, https://frenchcrown.in/cdn/shop/products/WS048-BLK_2_9a51e791-1011-4292-8915-a9bf373b5c92_800x.jpg?v=1679385572, https://frenchcrown.in/cdn/shop/products/WS048-BLK_4_13a7df54-d59e-4195-b01c-699a60a200b7_800x.jpg?v=1679385572, https://frenchcrown.in/cdn/shop/products/WS048-BLK_5_5499bd35-bb79-4a13-abab-2a9acc400763_800x.jpg?v=1679385572, https://frenchcrown.in/cdn/shop/products/WS048-BLK_6_ee69895a-adee-49a6-b4f0-8504f577dc3d_800x.jpg?v=1679385572, https://frenchcrown.in/cdn/shop/products/WS048-BLK_7_800x.jpg?v=1679385572",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"The perfect shirt can give you a stunning look with added style. Look at this amazing ditsy printed
shirt featuring full sleeves with a regular collar. Club it with denim, minimal necklaces and
sneakers for a cute and chic attire for your next date night!Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and
then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from
sustainable sources and therefore it is biodegradable. It can be blended with other fabrics.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile
Medium weight fabric. Made for all climates.",1679385573
Hemlock Green Printed Premium Tencel Shirt,"1,497",Frenchcrown," Story The perfect shirt can give you a stunning look with added style. Look at this amazing printed
shirt featuring full sleeves with a mandarin collar. Club it with denim, minimal necklaces and
sneakers for a cute and chic attire for your next date night!",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS052-M_1_360x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_1_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_2_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_4_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_5_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_6_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_7_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_8_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052_1_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052_2_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052_4_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052_5_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052_6_800x.jpg?v=1679381541, https://frenchcrown.in/cdn/shop/products/WS052-M_9_800x.jpg?v=1679381541",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"The perfect shirt can give you a stunning look with added style. Look at this amazing printed shirt
featuring full sleeves with a mandarin collar. Club it with denim, minimal necklaces and sneakers
for a cute and chic attire for your next date night!Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and
then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from
sustainable sources and therefore it is biodegradable. It can be blended with other fabrics.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile
Medium weight fabric. Made for all climates.",1679381541
